text,label,prediction,cleaned_prediction
"I realize why people hate this film. And, I hated Blair Witch Project,so go figure? This is about as staged as it gets & yes they do insult your intelligence by trying to make it seem real.I really liked the madame lalaurie storyline though it's more than likely made up. But, the main reason I like this film, is fake or not when the ghosts start attacking & kidnapping them,I get chill-bumps every time & have to look behind me as it feels like something's there with me.i know it's my imagination, but hey more than half of the drivel that is horror in today's cinemas & DVD's doesn't give me goosebumps,so that makes this a creepy delight.Not for everyone, as skeptics will hate it & not for gorehounds as with a PG-13 rating there is no gore. And, the females are very annoying!You'll wish the ghosts would take them off & experiment on them before it's all said & done. ** out of *****.",1,mixed,mixed
"Sure, this one isn't really a blockbuster, nor does it target such a position. 'Dieter' is the first name of a quite popular German musician, who is either loved or hated for his kind of acting and thats exactly what this movie is about. It is based on the autobiography 'Dieter Bohlen' wrote a few years ago but isn't meant to be accurate on that. The movie is filled with some sexual offensive content (at least for American standard) which is either amusing (not for the other 'actors' of course) or dumb - it depends on your individual kind of humor or on you being a 'Bohlen'-Fan or not. Technically speaking there isn't much to criticize. Speaking of me I find this movie to be an OK-movie.",1,neutral,neutral
"I went out of my way to get this film, and was fortunate to get it on VHS. Being a big Gloria Grahame fan, it was an excellent addition to my collection. Other than that, I really cannot say a lot to recommend this picture. The plot is predictable (and weak) and the only interesting aspect of the film is watching Sterling Hayden get into deeper trouble with his own department. Ms. Grahame is always fun to watch (if you like her, as I do), but the dubbing of her singing hurts this picture a lot. She works in a dive, so let her use her own voice. It can only lend to the atmosphere. I must agree with an earlier reviewer; the ending borrows heavily from THE BIG HEAT. To the point of detracting from the ending. I have seen worse films with Ms. Grahame (MACAO), but I will never pass the opportunity to see her on screen. If you are having a movie night and looking for a second feature film, this is your movie. Enjoy the picture.",1,mixed,mixed
"I'm not sure what intrigues me about this movie so. It is grainy, poorly written, bleached out, often ridiculous, and at many points mind numbingly dull (the person I was watching it with fell asleep twice.) And yet there is something in this film that fascinates me, though I am not sure what; perhaps the character of Sam, an enormous former patient who was lobotimized by the former head doctor and who is perpetually sucking on an ice pop), or the marvelously played head doctor (I forget her name).<br /><br />Anyway, watch it and form you're own opinion; it has one of the greatest endings I have seen in film.",0,Mixed,mixed
"Witchy Hildegard Knef traps a group of people in an isolated hotel and picks them off one by one in twisted, disgusting ways. I thought I'd seen it all until one unfortunate man here is crucified and then has his head set on fire. Hildy is quite the prankster too: she takes a nagging harpy and sews her mouth shut...then hangs her upside down in the chimney just in time for a roaring fire! 'Witchery' made me sick. It made my eyes hurt. I was ready to write it off as the worst movie ever-ever-ever made by otherwise competent people...until the finale. I have to admit I loved the ending. It involves a boy and his toy tape-recorder cornered by Linda Blair looking fantastically possessed. The scene only lasts for about a minute and the movie's over, but you know that old saying: 'If you've got a great ending, people will forgive you for just about anything!'",1,mixed,mixed
"A mixture of Alien and Ghost Busters?<br /><br />Starts very promising, then slows down to almost boring. <br /><br />LifeForce contains some awesome special effects they were able to make in the mid 80's. The story is intriguing, but becomes quite lack lustre in the end. It was rated R because of the nudeness, sex and gore. Mathilda May's ethereal and savage (naked) beauty is very apparent through out the whole movie. A bizarre movie and cost a lot by the time it was made. <br /><br />This could have been a bigger classic with a better script, but unfortunately it wasn't a great hit, I think it actually flopped quite bad. <br /><br />So, something went wrong with this one, but still, it's very entertaining.",0,mixed,mixed
"'I haven't laughed this hard since granny got caught in the wringer,' says one of the potheads in this hilarious quasi-spoof of all those Val Lewton and George A. Romero walking-dead movies we have come to love (or loath, depending on your personal taste) through the years. <br /><br />In this story, a young actor pair play a ghoulish prank on the rest of their troupe after, one spooky night, they visit a cemetery island. Their artistic director, Alan, pretends to bring the dead back to life by conducting a highly stylized ritual.<br /><br />Way too much screen time is misspent; the amateur dialog includes lame witticisms, melodrama and other kinds of unnecessary filler commentaries (And can't Alan stop that irritating laughter... way too much!). Once the action kicks in (which comes close to the end of this film), it's worth the wait. <br /><br />I saw this one on a late-night, local station television program that ran films very much like this one... only this one scared me at the age of 13... but then again, you might laugh your way through it, until the bitter end... ...which is probably the reason, nowadays, why very few people still wear striped hip-huggers.",1,mixed,mixed
"The CinemaScope color cinematography of Leon Shamroy is quite remarkable here,including his use of colored filters for<br /><br />various scenes. The Alfred Newmann Score has to be the most sensual and seductive score Hollywood ever produced. It's a shame it is no longer available on CD. The actors, however, never rise to the occasion. The accents are so varied, from the subdued British of Ustinov and Purdom to the Hollywood of Baxter and Mature that it seems a true hodgepodge with no central vision. Tommy Rettig is jarringly American. Acting styles span the range from zombie-like to stilted. Only Ustinov as a conniving one-eyed servant steals the show - what there is of it to steal. The premise - the story of a young Egyptian doctor, seduced and abandoned by the rich - and the parallel theme of the cult of the single God, Ra - persecuted by the authorities, has its interesting points. But when the film's plot fades, it is the haunting music and visuals that remain.",1,mixed,mixed
"An obvious cash-in on the *Insert Monster Here* On A Plane gimmick, Flight Of The Living Dead is about what you'd expect it to be. <br /><br />The film has little or no plot, which is what you'd expect from a film of this type. Although, it is fun in parts, I must say. The Zombie-action is particularly entertaining. Once the film picks up, it never stops; the pacing is solid.<br /><br />The practical special effects are pretty good, but the CGI is terrible and distracting. <br /><br />The ending seems to leave the film open to a sequel. Let's hope that doesn't come to fruition. <br /><br />If you're a die-hard fan of the zombie sub-genre of horror films, I'd recommend it to you; it's worth at least one watch. However, if you're just an avid fan of the genre, leave it on the shelf. <br /><br />3/10",1,mixed,mixed
"This program was on for a brief period when I was a kid, I remember watching it whilst eating fish and chips.<br /><br />Riding on the back of the Tron hype this series was much in the style of streethawk, manimal and the like, except more computery. There was a geeky kid who's computer somehow created this guy - automan. He'd go around solving crimes and the lot.<br /><br />All I really remember was his fancy car and the little flashy cursor thing that used to draw the car and help him out generally.<br /><br />When I mention it to anyone they can remember very little too. Was it real or maybe a dream?",0,neutral,neutral
"This movie was strange... I watched it while ingesting a quarter of psilcybe cubensis (mushrooms). It was really weird. Im pretty sure you are supposed to watch it high, but mushrooms weren't enough. I couldn't stop laughing.. maybe lsd would work. The movie is a bunch of things morphing into other things, and dancing. Its really cheesy for todays standards but when it was released im sure it was well... one of a kind. I could see how some people would think this movie was good, but I didn't think it was very interesting, and I was on mushrooms at the time. If your having a party or something and everybodys pretty lit, pop it on you'll get a few laughs.",1,mixed,mixed
"From the writer of 'What Ever Happened to Baby Jane?' and 'Hush .. Hush, Sweet Charlotte,' this tail-end of the sixties horror cycle has some eerie and campy fun. Micheál Macliammóir does a Victor Buono-type bit, but too often the movie totters dangerously close to a bad musical ... there's a particularly awful children's recital about halfway through. Debbie taps, tangos and tricks up a lá Harlow, while Winters' religious fanatic has a lesbian edge to her. Agnes Moorehead checks in as an evangelist. Weaver has nothing to do - and even has to pay a gigolo to dance with Debbie.",0,mixed,mixed
"Brian De Palma's undeniable virtuosity can't really camouflage the fact that his plot here is a thinly disguised 'Psycho' carbon copy, but he does provide a genuinely terrifying climax. His 'Blow Out', made the next year, was an improvement.",0,Mixed,mixed
"Peak Practice was a British drama series about a GP surgery in Cardale  a small fictional town in the Derbyshire Peak District  and the doctors who worked there. It ran on ITV from 1993 to 2002, and was one of their most successful series at the time. It originally starred Kevin Whately as Dr Jack Kerruish, Amanda Burton as Dr Beth Glover, and Simon Shepherd as Dr Will Preston, though the roster of doctors would change many times over the course of the series.<br /><br />The series was axed in 2002 and ended on a literal cliffhanger when two of the series main characters plunged off a cliff. Viewers wrote to ITV in their thousands and a petition for one last episode was set up by website Peak Practice Online. However, all pleas were unsuccessful and ITV said they would not make any more episodes.<br /><br />Peak Practice was replaced by Sweet Medicine, another medical series set in Derbyshire. It lasted a few episodes before it was dropped from the schedules.<br /><br />Cardale was based on the Derbyshire village of Crich, and the series was filmed there and at other nearby Derbyshire towns and villages, most notably Matlock and Ashover. After the end of this programme, ITV attempted to launch a follow-up series called Sweet Medicine, which extended the stories of different characters from the original show.",0,neutral,neutral
"There is a lot wrong with this film. I will not lie. I will say that most of the problems feel like they stem from a budget that was chopped out from underneath the flick, and some bad hack job editing.<br /><br />This is not Office Space. Do not go in expecting Office Space levels of comedy. It is very funny though. It is a mess, but very funny at the same time. A funny mess of a film. In the way that Caddyshack is funny. A mess of unrelated funny scenes filled with some very annoying unfunny scenes.<br /><br />It works as a whole though, and it certainly deserves a wide release. This is the best commentary on the Wal Mart/ Starbucks/ MTV nation you could hope for. The very fact that a film is exploring the idea that dumb people are breeding at an alarming rate while the intelligent people are not, is great in my book. Not very politically correct but worth at least some debate.",0,mixed,mixed
"This scared the hell out of me when i was a teenager. Now I find it more amusing than scary, but with some pretty unsettling moments and with a kind of sleazy quality to it that I like. And, come to think of it, the plot is rather disgusting actually...but handled with some kind of taste. If there is a problem with this movie, it is that there are HUGE gaps where nothing exciting or interesting happens. Also, the ending goes on forever, making a potentially tense climax seem silly after a while with Barbara Bach screaming and screaming. The 'monster', after it is exposed, isn't very scary either unfortunately. The somewhat drab look of the movie also works against it, making it appear as a TV-movie more than something made for theaters. But it is an example of films that are rarely made nowadays so I urge horror fans to watch it and feel a bit nostalgic...",1,mixed,mixed
"Hi I have been looking 4 the soundtrack or a song from the film, does anyone know who sung the title song? I think it was called welcome home or coming home.<br /><br />It is played throughout the film and for the end credits please can anyone help either the artist and/or title of song thanks mike this is for all you movie buffs lets see if you know your stuff<br /><br />Hi I have been looking 4 the soundtrack or a song from the film, does anyone know who sung the title song? I think it was called welcome home or coming home.<br /><br />It is played throughout the film and for the end credits please can anyone help either the artist and/or title of song thanks mike this is for all you movie buffs lets see if you know your stuff",0,neutral,neutral
"I got this as a complete set of 9 episodes on 5 DVDs. I knew nothing about the history of the series. Season 1 of the series has the pilot episode as episode 1 and then 3 more episodes for a total of 4. Season 2 lists 5 episodes with the last being Beyond Good and Evil with an original Air Date of 7 December 1998. The other 4 episodes on season 2 were broadcast from December 1997 to Febrausry 1998. So Beyond Good and Evil looks like season 3 episode 1, except there are no more episodes in season 3.<br /><br />Spoilers here. The two main characters of the first 8 episodes, Dr. Iain McCallum (John Hannah) and Dr. Angela Moloney (Zara Turner), are missing from this episode being replaced by Dr. Dan Gallagher (Nathaniel Parker) and Dr. Charley Fielding (Eva Pope). I recognized Nathaniel Parker from the series The Inspector Lynley Mysteries, which began in 2001. So they were planning to have a season 3 but only one episode was broadcast.<br /><br />It seems odd to try to continue a series named after the main character, McCallum, when the main character is gone from the series. So they might have been planning a return of Dr. Iain McCallum, but when that failed the series was canceled. I have no inside information on this but I do see that both John Hannah and Nathaniel Parker were involved in other projects in 1999. Does anyone have any information on this?",0,neutral,neutral
"JUDAAI was a bold film by Raj Kanwar at it's time In 1997 when such a topic was damn out of the box<br /><br />To give him his credit he does succeed in showing how greed changes a person and to what extent the person can go to get what she wants<br /><br />The film however is damn melodramatic, many places ridiculous<br /><br />One wonders why Anil doesn't buy a TV for his wife? when he earns so much Just to show how poor he is?<br /><br />The twist is well handled but the handling is straight out of 80's The Johny- Paresh comedy which entertains here and there stands out as a sore thumb as it doesn't fit in the story<br /><br />Even there are several cringeworthy scenes<br /><br />Direction by Raj Kanwar is adequate though at times too melodramatic Music is okay but most songs look forced<br /><br />Anil does his part well Sridevi is excellent in her part Urmila is decent Amongst rest Kader Khan is as usual Johny Lever is funny, Paresh irritates Farida is decent",1,mixed,mixed
"I blind bought this movie and am pretty upset that I paid as much as I did but I would say that it's at least worth a rent for some cool deaths and laughable acting. It is not a good movie in any way but I must say that I was pretty darn entertained. I guess it could be called so-bad-it's-good.<br /><br />As I said, the acting is awful, I feel like I could have done a better job showing, at least, any emotion. The story is nothing new and has been done better. I guess I just have a soft spot for any carnival-esquire type film. I would say rent this or download it but definitely don't buy it. It is not worth more than one watch.",1,mixed,mixed
"Okay, so the previews to this film only tells you that a rebellious young girl goes to live with her grandmother for the summer in order to straighten out. That is actually not the case! It's about a young rebellious 17 year old girl who reveals a secret and it's up to her mother to believe if she's telling the truth or not.<br /><br />To be honest, I really enjoyed the concept of this movie. They had a really good plot and a really good theme of a love/hate relationship between mother and daughter. I did not however, enjoyed watching Lindsay Lohan's acting. In reality, this movie would have been GREAT if they had someone else, perhaps a better actress. The character of Rachel (Lohan) is a very sexually aggressive person and it sort of reminds us of the real Lindsay so it takes away a lot from the film.<br /><br />I do however, think that if you put Lindsay aside, you will enjoy this film. The ending is pretty great (and sad).",1,Mixed,mixed
"Cliche romance drama movie with very simple plot but very good cinematography and script.The screenplay,directing and acting was also good.The flow of the movie is kind of manipulative in order to bring the audience to tears through the excellent love music and circumstance which works but later on after the movie,makes one feel raped in a way.Jones makes her character very memorable and lovable though.A deeper story could have reaaly taken this movie to a higher level but still,the movie delivers for it's genre.Only for hopeless romantics,big love story fans,big soap drama fans,50's Cinemascope cinematography fans and fans of the lead actors.....",0,mixed,mixed
"The Sarah Silverman program is very similar to Sarah's own stand up; It's so over the top with prejudice that you can't possibly take it to heart. The fact is, though, that while most all people will 'get it,' it doesn't mean they will all appreciate it. It's a very polarizing and one dimensional show, so if you don't like it after 10 minutes, you may as well give up there. If you do like it after 10 minutes, stay tuned, because every episode thus far has been as good as the last.<br /><br />Like all shows, though, it is not perfect. Personally I love the program, but there are some huge faults with it. Racist songs are funny, but get older a lot faster than Silverman seems to realize--a problem that I had with 'Jesus is Magic' as well. It seems as if Silverman gave herself a quota for songs per episode that doesn't need to exist. Not to mention that while the lyrics to the songs she writes are good, the music, well, isn't.<br /><br />Another thing to keep in mind is that while this show will for some reason appeal to fans of Monty Python, Upright Citizens Brigade, etc., it is nothing like those shows. I can watch Monty Python all day, but, as much as I like this show, I can't watch more than the half hour limit at a time. It gets flat very fast. The repeat value for this show is low too--the second time around an episode is fairly funny, and by the third time, in my opinion, it's boring.<br /><br />Still, that first time around is very, very funny. Give it a shot.",0,Mixed,mixed
"I'm not really sure what to make of this movie, especially after seeing a great film like La Notte. Unfortunately I saw this in German during an Antonioni film festival at the Frankfurt Film Museum, so I didn't get to hear Malkovich's great voice. He is supposed to tie together four stories about couples in Italy. However, as good an actor as he is, Malkovich cannot rescue the most ridiculous of the four stories portrayed here: a woman who comes up to him at a waterside cafe near a shop she owns and blurts out about how she killed her father nearby. Then the two of them go home, have sex, and he leaves. It seems as if Antonioni lost the subtlety had in earlier films (like The Passenger) when dealing with sex and replaced it with blatant nudity.<br /><br />However nonsensical the storyline is, the film features two things that make it watchable: eye and ear candy. The actors and actresses are all beautiful people, and the cinematography is marvelous - scenes in old Italian cities contrasting with a bit in a tall apartment building overlooking a city (reminiscent of La Notte).<br /><br />The ear candy, however, is what really makes the film worth watching. U2 and Brian Eno collaborated on 'Your Blue Room' and 'Beach Sequence,' both of which set the mood perfectly in the film. The songs are available on 'Passengers: Original Soundtracks 1.'",0,mixed,mixed
"Bette Davis turns in a coldly amusing performance as Mildred Rogers in this 1934 film. The film seems rather dated now in 2003. It is no doubt well worth watching for film buffs and Bette Davis fans but may not have as much appeal for the average movie watcher today. It was startling for me to see how young Ms. Davis looks in this move. The actors turn in performances which are basically sound and the story is meaningful and interesting. Leslie Howard is well cast as Philip Carey, the club-footed medical student. This is a film with a strong message about whom we choose to love and why. However, 'Of Human Bondage' didn't seem to have a strong impact on me mentally or emotionally. I felt slightly indifferent and detached about the movie after viewing it. I have an intuition that this may be the reaction that the director was going for. You be the judge!<br /><br />",0,mixed,mixed
"What I liked best about this flick was the chance to see Joan Woodbury, who awe-struck me as one of the several beauties in the Charles Boyer classic 'Algiers', in a leading role. She does well as Rita, an orphan who rises to make good as a lady crime boss. Her ascent to the top reminds me of Joan Crawford's characters, e.g. Mildred Pierce, who realize their ambitions by fierce determination and willpower. If you're looking for a film noir classic, better look elsewhere. At several points, it's difficult to know where this story is going. I first got the impression that it was going to encompass Rita's plot for revenge against the father and son who tricked her into taking the rap for a drunk driving death perpetrated by the playboy son. But payback time ended up being only a minor point, and a springboard to the somewhat confusing second part of the film, where Rita becomes increasingly involved in city corruption. Anyway, it's only 72 minutes, so a second viewing should clear up any haziness. My copy is from a Platinum box set called 'Mobster Movies'. The picture quality is good, but the soundtrack sucks, constantly skipping fragments of dialog. There are eight films in the $5.50 box, making each movie a fair 69 cents. Look for Anne Archer's father, John Archer, as Rita's childhood friend Bob. Alan Ladd doesn't get much screen time. It's definitely Joan Woodbury's picture.",1,mixed,mixed
"This romantic comedy isn't too bad. There are some funny things happening here and there, and there are some rather memorable characters in it.<br /><br />The acting, however, is amateurish (with the exception of the banker). While some scenes are great fun, others are simply embarrassing. In particular, I found the 'romantic' part of the story poor. <br /><br />All in all, I guess it's worth seeing if you like football and romantic comedies. It's not really a bad movie, and the ending did feel quite good. Just don't expect anything out of the ordinary. Fair enough if you have an hour and a quarter to kill.",1,mixed,mixed
"I'm surprised that no one yet has mentioned that there are two versions of this same film. The lion's share of the footage in both is identical, but here is where they differ: In one version (the version I have seen most often on broadcast TV), the group of clerics guarding the gateway consists of the 'Brotherhood of the Protectors', a (fictional) splinter group of priests and brothers 'excommunicated' by the Church. In the other version, which I've seen only once on TV, the clerics guarding the gateway are depicted as priests of the official Church, meaning the Archdiocese of New York (or perhaps Brooklyn). Also, in the former version, in most of the pertinent scenes, the clerics are referred to as 'brothers' (and in some scenes, you can see where the lips say 'Father' so-and-so but the dubbed audio says 'Brother' so-and-so. In the latter version, I believe everyone is referred to as 'Father'.<br /><br />In any event, it seems that one of these two versions is more or less a partial re-shooting of the other, with all 'Brotherhood of the Protector' scenes re-shot as 'Archdiocese' scenes, or vice versa. (Kind of reminds me of the Raymond Burr cutaway scenes in 'Godzilla'). I have videotaped both versions off broadcast TV, so no, I'm not imagining this. Can anyone shed some more light on the story behind these two versions of the film?",0,neutral,neutral
"In Cinema Retro magazine #2,it is revealed that Mark Lester's voice was actually dubbed by a 20 year old female, Kathe Green. Although Leste was considered perfect for the title role, director Carol Reed was not at all pleased with his singing abilities. The secret was revealed by on a 2004 UK documentary titled 'Oliver! After They Were Famous'. Greene was paid 400 pounds for her work and she had to agree to keep her participation secret, as did Mark Lester. They kept their word and only revealed this fact as part of the TV show decades after release of the film. For the record, Mark Lester retired from acting and is a practicing osteopath in England.",0,neutral,neutral
