text,label,prediction,cleaned_prediction
"Give director Stanley Tong of Jackie Chan's Super Cop and Rumble in the Bronx, and what do you get? You receive a series of kung fu fights and a lack of Magoo-like madness.<br /><br />The limited plot has Magoo (Leslie Nielsen) put into an international plot, where he steals a world-renowned gem. Of course he has no idea what he is doing. In fact, he has no idea that he had the gem.<br /><br />Within thirty minutes you could get very bored watching this. There are some very funny moments though like when he is cooking the chicken. You will wish that you were as nearsighted as Magoo. Its a fun movie to watch but its quite a disaster! You have to love Leslie Nielson because he was made some very funny movies. This isn't his best, but he does a good job playing Magoo. I thought it was a funny film, and it should be recommended to young children because they will probably think that its very funny.",0,mixed,mixed
"I found the documentary entitled Fast, Cheap, and Out of Control to be a fairly interesting documentary. The documentary contained four ""mini"" documentaries about four interesting men. Each one of these men was extremely involved with his job, showing sheer love and enjoyment for one's job.<br /><br />The sad part, I must say, would have to be the subjects in which these individuals worked/studied. They were interesting for about five minutes, afterwards becoming boring and lasting entirely too long.<br /><br />The video was filmed in a very creative way though. I very much enjoyed the film of one thing with a voice dub over another. It played out excellent and also coincided nicely with the music.",0,mixed,mixed
"A teen-aged girl gets the horse of her dreams and is trained by an ex-Jockey to participate in London's Grand National Steeplechase. A fine adaptation of the classic children's book, with an excellent, start-making performance by Taylor as the energetic but polite youngster. Rooney is OK as her trainer, although he has some overly melodramatic moments. Crisp and Revere are quite good as Taylor's loving parents. Filmed in Technicolor, it looks beautiful. The problems are that there are corny elements, nothing very interesting happens, and it drags on a bit too long. The race is exciting but could have been much more so.",1,mixed,mixed
"Okay, I'll admit right up front that the Inki cartoons made by Loony Tunes are pretty offensive and I can understand why Warner Brothers has pulled them off the market. Seen today, the huge-lipped and very stereotypical Inki is not politically correct. However, the cartoons were well-made and it's a shame they aren't released with some sort of explanatory prologue (such as the one with Leonard Maltin they included with some recent politically incorrect Donald Duck cartoons that were recently released on DVD). In other words, throwing out the cartoons completely is to forget our history. Plus, Inki, Little Black Sambo and other racist cartoons are out there--especially on the internet.<br /><br />This Inki cartoon has our little hero out hunting. At first, he's chasing a cute little caterpillar but later accidentally happens upon a lion--a lion that is more than happy to make Inki his dinner. However, through all this, a weird Minah appears again and again...and eventually you'll see why this bird is so important to the story.<br /><br />Cute, well made and clever. I like the Inki cartoons. Plus, I take pleasure in showing them to extremely thin-skinned liberal friends just to watch them have apoplectic fits or even heart attacks. Loads of fun, folks!",1,mixed,mixed
"Actually, Goldie Hawn is from Washington (Takoma Park, Maryland), but I digress. This is sort of a Mr. Smith goes to Washington type of movie, with some variations but the same premise. I taped this movie off of cable years ago because I had a huge crush on Goldie Hawn. The story is interesting, but it's highly unlikely that some cocktail waitress will get an important job in the government just because she saved some big shot's life. It made me laugh and made me mad at the same time. It made me laugh because some of the situations she found herself in were so ridiculous, I had to laugh. (POSSIBLE SPOILER AHEAD). It made me mad to think that our government would set up an average citizen in the manner she was set up. And the speech she made at the end...beautiful. Too bad not many people have guts like that in real life.",1,mixed,mixed
"Like most other people, I saw this movie on ""Mystery Science Theater 3000."" Although it received some well-deserved barbs, it's one of the better films to be featured on that show.<br /><br />The premise is better than even your average Hollywood blockbuster these days; it poses some interesting moral dilemmas. Although the score is sometimes obtrusive, it also provides a few lovely moments when Richard is walking by the river. Watching the movie, you can see where a lot of plot developments probably looked very good on paper. Richard's discomfort in modern society is an interesting problem to ponder, and the ending probably would have been a nice '70s-style mindfuck if the preceding affairs hadn't been so goofy.<br /><br />Unfortunately, the movie is visibly cheap, making the flaws all the more obvious. The ""clone farm"" is very obviously a college campus, and a beer can serves as a major plot point. Lena and Richard have zero chemistry -- we are supposed to believe this is a meeting of kindred minds, but there doesn't seem to be a brain cell between them. The ""cranky old couple"" schtick also gets real old, real fast. There are also some mistakes that can be blamed on bad directorial choices, such as the decision to hold a climactic conversation out of reach of any audio equipment whatsoever.<br /><br />In all, a noble effort, but is nonetheless best viewed on MST3K.",0,mixed,mixed
"*SPOILERS*<br /><br />I'm sure back when this was released in 1958 it was much appropriate for its time. Back then films were slower paced to allow audiences to follow and analyze the story. Here a man moves into a house owned by his last wife that died mysteriously with his new wife. The gardener Mickey (played by Alex Nicol, who also directed he film) really is an underappreciated character. He gets a skull to indirectly warn Jenni that she is in trouble, since he knew that there was foul play in the first wife's death. He can't tell Jenni directly what happened, so he tries to scare her off with the skull. Jenni, we also find out, saw her parents die, thus causing a lifetime of mental anguish that lead to institutionalization. Like many audiences today, I found the pacing to be a little too slow for my tastes. But if you like slow-paced horror without a lot of gore, this film is for you.<br /><br />",0,neutral,neutral
"Apparently SHRUNKEN HEADS was the last movie that Julius Harris had a role in. I have not seen all of his movies, but Julius Harris was in many good movies, and I remember him best from ""Live and Let Die"" where he played Tee-Hee and which was full of Voodoo references, something that is common here in South Florida! I always thought LIVE AND LET DIE was a great movie because it had some atmosphere and mystique, unlike most of the 007 movies. In SHRUNKEN HEADS, Julius Harris is back in his Voodoo persona! He has a great style for mystery and the occult, and his part in this movie is excellent. Sadly, the rest of the movie is something of a comedy. SPOILERS: Three kids who look like they were fired from the cast of THE LITTLE RASCALS get killed by a neighborhood hoodlum who looks like he got fired from the cast of FAME! or as a dancer on DICK CLARK'S AMERICAN BANDSTAND. In other words, these kids give LOW BUDGET another dimension. Julius Harris goes to the mortuary-Funeral Home, cuts off the three kids' heads (and nobody notices) and then takes them to his Condominium Unit where he has a giant cauldron of boiling liquids. The three heads get tossed in, along with some herbs, spices, and Voodoo items. At some point Mr. Harris has the ugly little heads on a table and he spills his blood on them, and they come to life as talking heads! They can fly, make jokes, roll their eyes, and exact vengeance from the Evil-Doers. They usually look pretty funny flying around, but the effects are not bad. For some reason, one of the kids always has a switch-blade in his mouth, and he uses it to slice people's necks and to cut holes into tires. This movie is weird and funny, but only the first time you see it. Meg Foster is in this movie and she looks fatter than Rosie O'Donnell and Meg plays a masculine leader of the local gangsters. Strange movie.",0,mixed,mixed
"Technically abominable (with audible ""pops"" between scenes)and awesomely amateurish, ""Flesh"" requires a lot of patience to sit through and will probably turn off most viewers; but the dialogue rings amazingly true and Joe Dallesandro, who exposes his body in almost every scene, also gives an utterly convincing performance. A curio, to be sure, but the more polished ""Trash"", made two years later, is a definite step forward. I suggest you watch that instead. (*1/2)",0,mixed,mixed
"Monstrous mother-son-duo (Alice Krige and Brian Krause) sucks life-force of virgins, and their newest target is pretty but lonely Tanya (Madchen Amick). However, these monsters are allergic to cat's scratches... I have never been fan of sleazy, overrated bestsellerists like King, Koontz or Barker, but this B-movie, written by Mr Dung himself, is actually not near as bad than it could be. Yes, it is sometimes jaw-droppingly atrocious, but there is actually some surprisingly impressive touches: good old-fashioned graveyard, eerie soundtrack and candlelit-Gothic-house-scene, mirror showing the monstrous form of the villains, etc. Of course, the film is polluted by Mr Dung's potty-mouthed dialogue and all-tactics-of-toilet-seat obsession to vilify fat people, leading to totally pointless subplot of rapist teacher, but there is roses among manure.",1,mixed,mixed
"My kids picked this out at the video store...it's great to hear Liza as Dorothy cause she sounds just like her mom. But there are too many bad songs, and the animation is pretty crude compared to other cartoons of that time.",0,mixed,mixed
"Full House is a great family show. However, after watching some episodes over and over again I've realized that they're incredibly boring and they seem to shelter themselves from the outside world a lot. Yes, there is a lot of comedy, but there are times when it's incredibly cheesy. It's not like I hate it, but just don't watch them over and over again because they get old quick. Probably the best season is the first.<br /><br />Full House is about widower Danny Tanner(Bob Saget)and his three daughters D.J. (Candace Cameron) Stephanie (Jodie Sweetin) and Michelle (Mary-Kate and Ashley). When Danny's wife dies the he is in need of some help. So, his best friend Joey (Dave Coulier) and the girls' Uncle Jesse (John Stamos) moves in with them. Once they live there together they find they can't live without each other. <br /><br />Full House reminds you just how important family is and that you can always go home again.",1,mixed,mixed
"This was easily one of the weirder of the Ernest movies, especially in regards to the production design. What was up with the pink guard uniforms? Sadly, this film probably destroyed the Ernest series, turning the series into a straight-to-video series. However, Jim Varney gave one of his better performances by playing Nash, his criminal alter ego. A misstep in the series, but wasn't too bad in most regards.(the Electro Man routine was classic)",1,mixed,mixed
"One cannot help but be impressed with the intelligence and scale of this film, and simultaneously disappointed by the lost opportunities.<br /><br />I found the script to be excellent, and the vocal talent of Edmund Purdom quite impressive. However, as an artifact of its time, the film suffers from too many Hollywood-isms, especially poor casting, too much lushness of the sets, and too much pretentiousness. Edmund Purdom (who plays the title character) is so obviously awkward with physical acting, I suspect he had primarily been in Shakespearean theater before this.<br /><br />So if movie people are reading this, I propose this as an excellent candidate for a remake, especially if you cast real Egyptians as Egyptians!",1,mixed,mixed
"Overall I would have to say that I liked the movie. Some of the fight scenes are really good. Especially the fight against Leung Ka-Yan. One point that really bothered me was the fact that they used an Asian to play a black man. I mean really. Talk about bad taste. During a fight scene, you see one of the fighters on the floor is laughing. Otherwise, Sammo copies Bruce Lee's fighting moves perfectly. 5 out of 10 Stars.",1,mixed,mixed
"OK, this movie starts out like a cheesy Lifetime movie and doesn't get better till almost well through the movie. The script is full of 'cheese' and 'fluff' and cast is not well directed for the most part. For the first half of the movie the little girl grated on my nerves. I do not think this is one of her best acting jobs. The only reason I bought the movie is because it was on sale and had Ellen Burstyn in it. She's terrific but this is also not one of her best acting gigs. The story is based on true events and that helps the movie. Actually, I didn't even like the movie at first and was getting disgusted when I saw stills of the balloon traveling, I mean..let it get where it's suppose to go and be done with it! But all is forgiven by the time it does reach it's destination and the story comes to a close. If this doesn't bring a tear to your eye, nothing will! It's cheesy and predictable but also makes you feel good about the world again.",1,mixed,mixed
"I finally got hold of Lifeforce on DVD with the widescreen format intact and rousing Henry Mancini score to the max. After having viewed Lifeforce for fifteen years on tape, I have to say that the 'uncut' DVD version was both great and disappointing. The U.S. version is so *much* better than the DVD (European?) version. The U.S. version of lifeforce moves much faster (the editing on the DVD version is terrible. Feels like an unfinished cut). And the many scenes not seen in the American version add little or nothing to the final problem. In fact one ""new"" moment almost destroys the entire movie, when Caine (peter firth) meets the male alien at the cathedral. I love this scene, in the U.S. version though. On the DVD, the male alien speaks to Caine and what he says is soooooo hilarious. It's the pinnacle of hilarity:<br /><br />""It'll be much less terrifying if you just come to me!"" the male alien says, in a deep 1950s style voice. I was floored when I saw this. It just doesn't belong in the movie. That scene is pure camp in an otherwise super serious flick. I'm glad Hooper (or whoever) cut that scene when the movie was released in North America. There are several changes that were made for the U.S. version that make Lifeforce that much better and I wished the DVD had the U.S. version. The editing is sharp and frenzied without being annoying and some spots that were already boring in the U.S. version are even more boring on the DVD version because of added scenes. And the opening credits on the DVD is terrible. Much better in the U.S. version. More subtle.<br /><br />I love this film. It's basically aliens making a pit-stop over earth and sucking up as much Lifeforce as possible. The film has too many flat, uninspiring sequences (talk, talk, talk) but when the action goes to London, it's fun. The film really shines in these scenes. One can see Hooper finally doing what he's great at: chaos, savagery, horror! Lifeforce should have had more of these chaos scenes. They're the best Apocalyptic scenes ever put on film. It's also the best zombie movie ever. The zombies are hungry (for lifeforce, not flesh) and they're crazed and agile and terrifying. Not the slow moving bores of other zombie movies. Also, a lot of people have criticized the ending but I love it. It leaves you high and dry, like one of the lifeforce-drained victims.<br /><br />And to think this movie came out during the cute and cuddly 80s, when people flocked to E.T. or Cocoon or other sweet and boring, feel good sci-fi movies. No wonder it bombed because it was way ahead of its time with its super nihilistic point of view!<br /><br />As for the DVD, well, it ain't great. The image is muddy and grainy and there are no extras whatsoever. But it's great to see the movie in its widescreen format. I just hope that they'll release a clean, crisp U.S. version on a DVD, and with commentary by Hooper and Dykstra.",1,mixed,mixed
"If you are a Pauly Shore fan, you will laugh your butt off. If not, this is a silly mess wasting some very good talent. A cute coed(Carla Gugino)from South Dakota invites her California college dorm counselor(Shore) home to share Thanksgiving. Notable cast members: Lane Smith, Cindy Pickett, Mason Adams and the drop dead gorgeous Tiffani-Amber Thiessen. Watch where you step.",0,mixed,mixed
"I like CKY and Viva La Bam, so I couldn't resist this when I saw it for £1.99 in Gamestation. It is Bam Magera's debut scripted film, penned by himself and Brandon Dicimaillo, and stars the entire CKY crew (Ryan Dunn, Raab Himself, Rake Yohn, Jenn Rivell, Don Vito etc etc). Brandon also is in charge of the artistic direction - which is one of the film's greatest merits - its quite CKYish in its colour style - but also shows progression.<br /><br />Basically it follows (very loosely) Ryan Dunn's break up with girlfriend Glauren (played by Jenn). Vilo (played by Bam, named after Vilo Valo by any chance?) and Falcone (Bran) play his best mates who reek havoc by doing various stunts.<br /><br />Its a bit like the CKY films but with a linear storyline (which is very basic indeed) and poor acting. Its strange, the usually super charsmatic gang seem to have the life sucked out of them when they know what their meant to say next.<br /><br />The acting and script is pretty appalling for the most part, but the second half of the film is much better than the first (90 mins is a stretch for the flick though), and there are a number of redeeming factors, such as Tony Hawk's cameo, Dicimaillo's sub plots such as 'The Futurstic Invention Awards' and 'The Diamond Bike', the soundtrack is also very strong (its not ALL cKy and HIM - in fact Bomfunk MC's steal the film in terms of its use of music). In the second half of the film the sense of fun is much more real - especially since Don Vito has a fairly prominent role in the latter part - and he seems to steal every scene he is in.<br /><br />The film will appeal to those who like the CKY antics, but only because of the core material and not the filler or story line bullshit. Oh, and will someone tell Bam that skating montages, especially in films, is sooo 1998.<br /><br />However, the best part of the package on the DVD is not the film - but the 40 mins 'Making Of' doc.<br /><br />The last 20 minutes of the documentary deal with Raab Himself's alcholism and the crew's real feelings towards each other amazing candidly (as usual Bam comes across as a bit of a dick, especially towards Raab's drink problem and Ryan Dunn comes across as a really nice down to earth guy). The last ten mins of the documentary deal with a friend (who is an infrequent CKY member) trying to kick heroin whilst staying at the Magera household with the crew - and a caring unitary side of gang (espcially Ape and Ryan) really comes across - a startling gem in an otherwise dull DVD.<br /><br />For £1.99 I'm very satisified - although I hope Bam stays to the improvised and short skits from now on.",0,mixed,mixed
"(spoilers??)<br /><br />I wasn't sure what to think of the movie. Not too much of a kids film. Definately should be watched with a parent because it includes death and dying. But I was surprised that I was a bit entertained by it.<br /><br />I was a bit disappointed by the 81 minutes of time we had. (even less without the credits) And the trailer gets you to think the rodent is a main creature. But alas, they torture him. Right until the end of the movie. Those two gripes docked the movie 2 stars. But I do recommend the movie. Even for a sequel.<br /><br />8/10<br /><br />Quality: 9/10 Entertainment: 7/10 Replayable:7/10",1,mixed,mixed
"The 1960's were a time of change and awakening for most people. Social upheaval and unrest were commonplace as people spoke-out about their views. Racial tensions, politics, the Vietnam War, sexual promiscuity, and drug use were all part of the daily fabric, and the daily news. This film attempted to encapsulate these historical aspects into an entertaining movie, and largely succeeded.<br /><br />In this film, two families are followed: one white, one black. During the first half of the film, the story follows each family on a equal basis through social and family struggles. Unfortunately, the second half of the movie is nearly dedicated to the white family. Admittedly, there are more characters in this family, and the story lines are intermingled, but equal consideration is not given to the racial aspects of this century.<br /><br />On the whole, the acting is well done and historical footage is mixed with color and black and white original footage to give a documentary feel to the movie. The movie is a work of fiction, but clips of well-known historical figures are used to set the time-line.<br /><br />I enjoyed the movie but the situations were predictable and the storyline was one-sided.",0,mixed,mixed
"I started watching this one very tensed because I heard so many different things about it. Somewhere I read it was a drama about child abuse and rated PG-13 for violence. Another critic said it was a fantastic and nostalgic adventure of kids (and I thought it was also for kids to watch). Well, now I've seen it so many times and still don't know in which category to put it. It is extremely funny at times but terribly sad and depressing the next moment. Because of the nice relationship and the adventures I would like to recommend this film to all the youngsters I know but I fear the somber atmosphere is not suitable for children. Because of the perfect performances and the magic of the film I must say this nevertheless: Watch it, especially the kids! The last thing I have to say is that I hate the scriptwriter for letting poor Bobby never see his family again after having fled from The King (who didn't even return to terrorize the remained Mary and Mikey). It is very good for this film not to have a perfect happy ending with everybody being happy - and I didn't expect it to - but this solution left me very, very sad!",1,mixed,mixed
"I'm not sure what intrigues me about this movie so. It is grainy, poorly written, bleached out, often ridiculous, and at many points mind numbingly dull (the person I was watching it with fell asleep twice.) And yet there is something in this film that fascinates me, though I am not sure what; perhaps the character of Sam, an enormous former patient who was lobotimized by the former head doctor and who is perpetually sucking on an ice pop), or the marvelously played head doctor (I forget her name).<br /><br />Anyway, watch it and form you're own opinion; it has one of the greatest endings I have seen in film.",1,mixed,mixed
"This movie has a few things going for it right off the bat. Having Dani Filth as a lead actor is automatically going to make some people like this movie. Admittedly, I love Cradle of Filth and listened to the soundtrack to this movie long before I watched it. Dani Filth is a very recognizable character and makes for a great lead. The independent filming style of the movie is great for the creepy factor. There are some GORGEOUS actresses in this movie. For being low budget, the special effects weren't bad either. The ways that people died were very creative and nightmarish.<br /><br />Now on to the cons. There is VERY little talking throughout this whole movie, thus making for very little as far as character development. It's hard to fear for the lives of limp, static characters. When there was a little talking, the F bomb was abundant, popping up in random places. Yes, I understand people swear but it seems like a preteen boy scripted this and thought himself cool for including all the language. The storyline, what I could make out of it, was pretty good although many parts are left dangling and the lack of conversation leaves one often wondering what's happening.<br /><br />In the end, Cradle of Fear is like a porno for people who love sex and violence, but like a porno trying to pull of a storyline, it just doesn't work too well. Rent it though, if you're a morbid person looking to sate your blood and flesh appetite.",0,mixed,mixed
