text,label,prediction,cleaned_prediction
"Actually, Goldie Hawn is from Washington (Takoma Park, Maryland), but I digress. This is sort of a Mr. Smith goes to Washington type of movie, with some variations but the same premise. I taped this movie off of cable years ago because I had a huge crush on Goldie Hawn. The story is interesting, but it's highly unlikely that some cocktail waitress will get an important job in the government just because she saved some big shot's life. It made me laugh and made me mad at the same time. It made me laugh because some of the situations she found herself in were so ridiculous, I had to laugh. (POSSIBLE SPOILER AHEAD). It made me mad to think that our government would set up an average citizen in the manner she was set up. And the speech she made at the end...beautiful. Too bad not many people have guts like that in real life.",1,Mixed,mixed
"Technically abominable (with audible ""pops"" between scenes)and awesomely amateurish, ""Flesh"" requires a lot of patience to sit through and will probably turn off most viewers; but the dialogue rings amazingly true and Joe Dallesandro, who exposes his body in almost every scene, also gives an utterly convincing performance. A curio, to be sure, but the more polished ""Trash"", made two years later, is a definite step forward. I suggest you watch that instead. (*1/2)",0,mixed,mixed
"Monstrous mother-son-duo (Alice Krige and Brian Krause) sucks life-force of virgins, and their newest target is pretty but lonely Tanya (Madchen Amick). However, these monsters are allergic to cat's scratches... I have never been fan of sleazy, overrated bestsellerists like King, Koontz or Barker, but this B-movie, written by Mr Dung himself, is actually not near as bad than it could be. Yes, it is sometimes jaw-droppingly atrocious, but there is actually some surprisingly impressive touches: good old-fashioned graveyard, eerie soundtrack and candlelit-Gothic-house-scene, mirror showing the monstrous form of the villains, etc. Of course, the film is polluted by Mr Dung's potty-mouthed dialogue and all-tactics-of-toilet-seat obsession to vilify fat people, leading to totally pointless subplot of rapist teacher, but there is roses among manure.",1,mixed,mixed
"My kids picked this out at the video store...it's great to hear Liza as Dorothy cause she sounds just like her mom. But there are too many bad songs, and the animation is pretty crude compared to other cartoons of that time.",0,mixed,mixed
"Full House is a great family show. However, after watching some episodes over and over again I've realized that they're incredibly boring and they seem to shelter themselves from the outside world a lot. Yes, there is a lot of comedy, but there are times when it's incredibly cheesy. It's not like I hate it, but just don't watch them over and over again because they get old quick. Probably the best season is the first.<br /><br />Full House is about widower Danny Tanner(Bob Saget)and his three daughters D.J. (Candace Cameron) Stephanie (Jodie Sweetin) and Michelle (Mary-Kate and Ashley). When Danny's wife dies the he is in need of some help. So, his best friend Joey (Dave Coulier) and the girls' Uncle Jesse (John Stamos) moves in with them. Once they live there together they find they can't live without each other. <br /><br />Full House reminds you just how important family is and that you can always go home again.",1,Mixed,mixed
"While sleeping, Mr. Eko is assigned by his brother Yemi (Adetokumboh McCormack) in a dream to go with John Locke to disclose the meaning of the ""?"" symbol. With the pretext of chasing Henry, Mr. Eko brings John with him and they find a second hatch called ""Pearl"" underground the question mark symbol marked on the field, where a video explains that the other hatch is a psychological experiment and people behavior pressing the buttons of the computer every 108 minutes are actually subjects. Meanwhile, Jack unsuccessfully tries to save Libby.<br /><br />In this episode, John Locke loses his faith in the island when he finds that they have been monitored in the hatch. The disgusting Michael sees the anguishing Libby wishing that she was dead, while Hurley, Jack, Kate and Sawyer are suffering her pain, in a deep emotional contrast. My vote is eight.<br /><br />Title (Brazil): Not Available",1,neutral,neutral
"Overall I would have to say that I liked the movie. Some of the fight scenes are really good. Especially the fight against Leung Ka-Yan. One point that really bothered me was the fact that they used an Asian to play a black man. I mean really. Talk about bad taste. During a fight scene, you see one of the fighters on the floor is laughing. Otherwise, Sammo copies Bruce Lee's fighting moves perfectly. 5 out of 10 Stars.",1,mixed,mixed
"OK, this movie starts out like a cheesy Lifetime movie and doesn't get better till almost well through the movie. The script is full of 'cheese' and 'fluff' and cast is not well directed for the most part. For the first half of the movie the little girl grated on my nerves. I do not think this is one of her best acting jobs. The only reason I bought the movie is because it was on sale and had Ellen Burstyn in it. She's terrific but this is also not one of her best acting gigs. The story is based on true events and that helps the movie. Actually, I didn't even like the movie at first and was getting disgusted when I saw stills of the balloon traveling, I mean..let it get where it's suppose to go and be done with it! But all is forgiven by the time it does reach it's destination and the story comes to a close. If this doesn't bring a tear to your eye, nothing will! It's cheesy and predictable but also makes you feel good about the world again.",1,mixed,mixed
"If you are a Pauly Shore fan, you will laugh your butt off. If not, this is a silly mess wasting some very good talent. A cute coed(Carla Gugino)from South Dakota invites her California college dorm counselor(Shore) home to share Thanksgiving. Notable cast members: Lane Smith, Cindy Pickett, Mason Adams and the drop dead gorgeous Tiffani-Amber Thiessen. Watch where you step.",0,mixed,mixed
"I like CKY and Viva La Bam, so I couldn't resist this when I saw it for £1.99 in Gamestation. It is Bam Magera's debut scripted film, penned by himself and Brandon Dicimaillo, and stars the entire CKY crew (Ryan Dunn, Raab Himself, Rake Yohn, Jenn Rivell, Don Vito etc etc). Brandon also is in charge of the artistic direction - which is one of the film's greatest merits - its quite CKYish in its colour style - but also shows progression.<br /><br />Basically it follows (very loosely) Ryan Dunn's break up with girlfriend Glauren (played by Jenn). Vilo (played by Bam, named after Vilo Valo by any chance?) and Falcone (Bran) play his best mates who reek havoc by doing various stunts.<br /><br />Its a bit like the CKY films but with a linear storyline (which is very basic indeed) and poor acting. Its strange, the usually super charsmatic gang seem to have the life sucked out of them when they know what their meant to say next.<br /><br />The acting and script is pretty appalling for the most part, but the second half of the film is much better than the first (90 mins is a stretch for the flick though), and there are a number of redeeming factors, such as Tony Hawk's cameo, Dicimaillo's sub plots such as 'The Futurstic Invention Awards' and 'The Diamond Bike', the soundtrack is also very strong (its not ALL cKy and HIM - in fact Bomfunk MC's steal the film in terms of its use of music). In the second half of the film the sense of fun is much more real - especially since Don Vito has a fairly prominent role in the latter part - and he seems to steal every scene he is in.<br /><br />The film will appeal to those who like the CKY antics, but only because of the core material and not the filler or story line bullshit. Oh, and will someone tell Bam that skating montages, especially in films, is sooo 1998.<br /><br />However, the best part of the package on the DVD is not the film - but the 40 mins 'Making Of' doc.<br /><br />The last 20 minutes of the documentary deal with Raab Himself's alcholism and the crew's real feelings towards each other amazing candidly (as usual Bam comes across as a bit of a dick, especially towards Raab's drink problem and Ryan Dunn comes across as a really nice down to earth guy). The last ten mins of the documentary deal with a friend (who is an infrequent CKY member) trying to kick heroin whilst staying at the Magera household with the crew - and a caring unitary side of gang (espcially Ape and Ryan) really comes across - a startling gem in an otherwise dull DVD.<br /><br />For £1.99 I'm very satisified - although I hope Bam stays to the improvised and short skits from now on.",0,mixed,mixed
"This movie has a few things going for it right off the bat. Having Dani Filth as a lead actor is automatically going to make some people like this movie. Admittedly, I love Cradle of Filth and listened to the soundtrack to this movie long before I watched it. Dani Filth is a very recognizable character and makes for a great lead. The independent filming style of the movie is great for the creepy factor. There are some GORGEOUS actresses in this movie. For being low budget, the special effects weren't bad either. The ways that people died were very creative and nightmarish.<br /><br />Now on to the cons. There is VERY little talking throughout this whole movie, thus making for very little as far as character development. It's hard to fear for the lives of limp, static characters. When there was a little talking, the F bomb was abundant, popping up in random places. Yes, I understand people swear but it seems like a preteen boy scripted this and thought himself cool for including all the language. The storyline, what I could make out of it, was pretty good although many parts are left dangling and the lack of conversation leaves one often wondering what's happening.<br /><br />In the end, Cradle of Fear is like a porno for people who love sex and violence, but like a porno trying to pull of a storyline, it just doesn't work too well. Rent it though, if you're a morbid person looking to sate your blood and flesh appetite.",0,mixed,mixed
"A bit of Trivia b/c I can't figure out how to submit Trivia: In the backdrop of this performance, one of the images is<br /><br />George Serat's ""A Sunday Afternoon on the Island of La Grande Jatte"" painting (seen best in chapter 18), this painting is the subject of a Sonheim musical Sunday in the Park with George.<br /><br />A bit of Trivia b/c I can't figure out how to submit Trivia: In the backdrop of this performance, one of the images is<br /><br />George Serat's ""A Sunday Afternoon on the Island of La Grande Jatte"" painting (seen best in chapter 18), this painting is the subject of a Sonheim musical Sunday in the Park with George.",1,neutral,neutral
"I would like to know why John Amos left the show, and how did he die off the show again? I couldn't relate to everything, but sometimes they hit home with the problems they were facing. By the way, did they ever make it out of the ghetto? I think the episode with the black Jesus was my favorite. We got to see them experience a few good times. something they didn't have very often. I wish they would bring the show back. During the daytime so people can actually stay up to watch. I don't think a movie or a new show would work. Especially without the original cast. They are really what made Good Times GoodTimes. These are my questions and comments. Thank You!!",1,mixed,mixed
"I just saw this for the first time in 10 or 15 years...maybe close to 20. In some ways, it was better than I remembered...in other, it was MUCH worse.<br /><br />First of all, there's the music. It's just plain awful. There are only 5 songs in the movie, most of them used more than once. The opening song is shrieked by a chorus of annoying children, and the disco-y title track is performed by Rick Dees. It doesn't get any worse than that. Even the background music is terrible, with much of it repeating the themes of the other nauseating tunes. We also get some truly lame slapstick, mostly in the opening credits.<br /><br />On the other hand, Bill Murray is spot on brilliant as usual...you have to wonder if he ad-libbed the whole thing, or if the writers just gave him all the funny lines. Or maybe he's just that great- turning a weak script into comic genius. The best part are his surreal PA announcements. (""Lobsters...get out of here...you're a menace!"")<br /><br />You also get a lot more character development than you have any right to expect in a movie like this. At least half the characters seem like real people...and mostly real people you would like to have around. Even ""Spaz"" gets to do a more than any other Eddie Deezen-type character ever did, and when he gets the girl, it's plausible. (She's not absurdly hot, but he doesn't automatically pair up with one of the nerd girls- see ""Revenge Of The Nerds"" for examples of both cinematic phenomenons.)<br /><br />And when the plot seems clichéd...well, ya gotta wonder if it wasn't a cliché yet when they made this. While it wasn't the first summer camp movie- ya gotta go back at least to ""The Parent Trap""- it's certainly the movie that made it it's own genre. In fact, I was surprised that there was no Talent Show scene...""Wet Hot American Summer"" spoofed the summer-camp genre so perfectly, I just assumed everything in it came straight out of Meatballs. (I also half-expected Jon Cryer to pull up in a convertible with a chimp, thanks to ""Mr. Show's"" epic camp-olympiad spoof ""Monk Academy"") <br /><br />Anyway, this one seems to be vanishing a little as far as the late-70's/early 80's comedies- it's not a cable staple anymore, and certainly doesn't have the cult following of Caddyshack or Animal House. I was pleased to catch it on Showtime today- and in High Definition at that! Sure, it's pretty awful in spots, but you could do a lot worse in a 70's/80's teen comedy. And again, Murray is a genius.",1,mixed,mixed
"Oz is the TV show which is intensive non-stop adrenaline. Its a show which is not aimed at a large audience but a specific one as its themes are very adult orientated. It obviously did not achieve mainstream success as this was an impossibility but had much fame with its audience and many famous actors either guest starred or became part of the show.<br /><br />Oz is a series of fictional stories based on a prison located somewhere in the New York state. There are many different ethnic groups which play a somewhat equal role in being represented. These groups are the Muslims, Homeboys, Aryans, Bikers, Italians, Latinos, Irish, Christians, Gays and Others. Some have some form of affiliation with each other such as the Bikers and Aryans whilst the Aryans are the enemy's of numerous groups such as the Muslims and the Homeboys. <br /><br />In Oswald Penitentary (Its official name) there is a policy that not too many members from any one ethnic group may be allowed. It is the maximum security prison and the regular prison where sometimes prisoners are sent to or from in the show is called ""general population"" or ""gen pop"". The main character of the show is Augustus Hill who also narrates the story before and after the main segments, crossed between a documentary type and a biographical one. Hill is bound to wheelchair usage as a consequence of his unknown past. He is part of the ""others"" group which features individuals which don't fit into the other prison gangs.<br /><br />Of the many groups it is the smaller ones which are able to keep themselves avoided by trouble most of the times as the larger ones are busy in conflict with one another. Are few of the most noteworthy characters are as follows: 1)Ryan O'Reilly is in charge of his fellow Irishmen and somehow always voluntarily gets himself involved in lethal activity for the weakest link. 2)Miguel Alvarez is the watched Latino who has constant struggles with coping with his popularity within his own gang and with others. 3)Simon Adebesi is the Nigerian who was the former leader of the Homeboys gang. Hes also very physically quite large and solid. These two reasons are why he is one of the most powerful inmates inside of Oz. 4)Karim Said is the Muslim and Black nationalist who is a very defined in his opinions and desires. He fights for the rights of his people on many levels through the show, from his own Muslim group, to his wider Black group and even fighting for all the groups against the unjust rules of authority. He character seems in some ways identical to Malcom X, the famous Black rights fighter who was also Muslim.<br /><br />All in all, for its genre Oz is possibly the greatest (fictional prison show or show based on ethnic relations). If it doesn't sound as if your own type of series it probably shouldn't be tried out, but if it does interest, then it is definitely worth viewing. The biggest problem with the show is how it is addictive, some may feel wrong viewing a lot of this kind of material. Researchers argue on whether it is harmful or not but in the end it is just a reflection of the society of the world we live in today. This means that it is as an informant and an indicator of the world than an aggressor.",1,neutral,neutral
