text,label,prediction,cleaned_prediction
"spoiler--<br /><br />In 1993, African-American director/actor Mario Van Peebles followed up the tremendously popular urban-action film New Jack City with 'Posse'. The film was co-written and directed by Van Peebles, who also stars as the main character, Jessie Lee.<br /><br />Plot: The film begins at the turn of the 20th century, when the United States was embroiled in the Spanish-American war. Apparently a time when the U.S. justice system could send convicts into military service, Jessie Lee finds himself an unwilling enlisted man, serving with an all-black cavalry troop in Cuba. Some of his compatriots include Little J (Stephen Baldwin), fast-talking Weezie (Charles Lane) and the towering-but-simple Obobo (Tiny Lister). They find a hidden chest of gold on a reconnaissance run and decide to keep it. However, the ambitious, bigoted Colonel Graham (Zane) finds out about the gold, and is apparently willing to kill Jessie Lee and company for it. A shootout between the Graham's forces and Jessie Lee's leaves the colonel blind in one eye, and his forces retreat. Jessie Lee's ragtag crew manage to smuggle themselves (and the gold) back to New Orleans, but it turns out that Graham isn't far behind. Jessie Lee and his allies are forced to go on the run, heading west, to a town called Freemanville. Apparently, Freemanville was founded by blacks in the years following the Civil War. Jessie Lee's father, 'King David', was the charismatic preacher who co-founded the town. However, as is revealed in intermittent flashbacks, King David was soon brutally murdered by a white mob, in a parallel of the Ku Klux Klan terror campaigns that began around the same time. Jessie Lee and company eventually find their way to Freemanville, only to find that the townsfolk aren't exactly glad to see himespecially when Sheriff Bates (Richard Jordan) of a nearby white township makes it clear that he wants Jessie Lee and his partnersdead or alive. Carver (Blair Underwood) is the sheriff and de facto mayor of Freemanvilleand his own agenda may not square with having Jessie Lee around.<br /><br />Analysis The action sequences are all very credible, and Mario Van Peebles turns in a good performance as the brooding hero. In the aftermath of the success of New Jack City, it was almost expected Van Peebles would helm a sequel, or at least a similar urban-action follow-up. Instead, Van Peebles looked 100 years into the past, creating a mostly-black Western (effectively 'updating' the black-themed Westerns of the 1970's), and continuing the legacy of largely-forgotten black-themed cowboy films from the early 20th century. Unlike New Jack City, the film was independently financed, and originally released through Gramercy/Polygram Entertainment. Allegedly, execs at the major studios balked when Van Peebles pitched 'Posse' to them. Some of the more 'curious' casting at the time involved rappers Big Daddy Kane and Tone Loc as Father Time and Angel, respectively. In certain interviews, Mario Van Peebles has said that he often likes to cast against type; in the years since, the trend of casting rap singers in non-musical films would become almost commonplace. Keen viewers will notice several cameos by various entertainment personalities: Black-action film veterans like Isaac Hayes ('Truck Turner'), Pam Grier ('Foxy Brown') and Larry Cook ('The Spook who Sat by the Door') show up, as does stand-up legend Nipsey Russell, not to mention TV producer Stephen J. Cannell (who hired the junior Van Peebles to star in 'Sonny Spoon' years earlier). The film is bookended with Woody Strode ('Spartacus') in a key role.",0,neutral,neutral
"This program was on for a brief period when I was a kid, I remember watching it whilst eating fish and chips.<br /><br />Riding on the back of the Tron hype this series was much in the style of streethawk, manimal and the like, except more computery. There was a geeky kid who's computer somehow created this guy - automan. He'd go around solving crimes and the lot.<br /><br />All I really remember was his fancy car and the little flashy cursor thing that used to draw the car and help him out generally.<br /><br />When I mention it to anyone they can remember very little too. Was it real or maybe a dream?",0,neutral,neutral
"This movie was strange... I watched it while ingesting a quarter of psilcybe cubensis (mushrooms). It was really weird. Im pretty sure you are supposed to watch it high, but mushrooms weren't enough. I couldn't stop laughing.. maybe lsd would work. The movie is a bunch of things morphing into other things, and dancing. Its really cheesy for todays standards but when it was released im sure it was well... one of a kind. I could see how some people would think this movie was good, but I didn't think it was very interesting, and I was on mushrooms at the time. If your having a party or something and everybodys pretty lit, pop it on you'll get a few laughs.",1,Mixed,mixed
"I have seen the recent Region 2 DVD of this movie displayed in the 'horror' section in an Oxford Street store and also advertised as a 'classic thriller'. In reality it is almost solely a vehicle for Arthur Askey, one of the most popular names in British comedy and light entertainment for over four decades.<br /><br />Perhaps his incessantly cheerful, exuberant and essentially good-natured humour comes as a bit of a culture shock to many accustomed to the sour and cynical flavour of much British comedy of the past twenty five years. However there are still those who appreciate his lively and cheery persona and total avoidance of pathos. Askey was an idol of the great Tommy Cooper who frequently borrowed the 'self-strangulation' gag that Arthur attempts to entertain the stranded passengers with.<br /><br />There is a striking, rare appearance by the under-rated Linden Travers, who makes an impact as the mysterious Julie.",0,neutral,neutral
"This episode introduces us to the formal dress uniforms worn here by Captain Picard, Commander Riker, and Lieutenant Tasha Yar. The plot of this episode deals with 2 groups of separate alien delegates, The Anticans and the Selae who try to capture and eat each other at every turn. The 2 sides really hate each other, and it is up to Riker and Tasha to contain them and keep them out of trouble.<br /><br />Meanwhile a mysterious spacial anomaly goes around the ship injuring and killing a few of the crew members. But at the end of the episode this same spacial anomaly possesses a valuable member of the crowd. Will they be able to rescue him so that they maybe able to continue on with their on going mission of space exploration? <br /><br />Note: This episode marks Irish actor Colm Meaney's second appearance on TNG after 'Encounter at Farpoint.' He portrays one of Tasha's 'yellow-shirted' security guards.",0,neutral,neutral
This is the crappiest film I have ever seen but in all fairness it's watchable and rather funny. I don't think the film-makers intended it to be your typical Hollywood blockbuster quality. It's just a stupid film about a serial killer who gets doused in a load of toxic waste causing a reaction with him and the snow (as it's the middle of winter). He then turns into a killer snowman which is enough to to make you laugh on it's own. This film is really stupid but it's funny. The killings are hilarious.I wouldn't advise you to go and buy it (like I did -the cover looked good!)but if it happens to be on TV one night and you're up for a laugh then stick it on.,1,Mixed,mixed
"I just saw this movie at a sneak preview and all I can say is...'What did I just watch????' And I mean that in a good and bad way.<br /><br />The plot is really simple. Stiller and Black play friends/neighbors. Stiller is the focused, hardworker while Black is a dreamer. Black invents this idea to create a spray that erases poo. The idea becomes very popular, and Black becomes very rich. The extravagant lifestyle that Black gains and the fact that he still tries to be best friends with Stiller causes Stiller to become crazy with envy.<br /><br />As I said, the plot is simple. Everything else is plain odd. The direction is odd, with a weird rotating opening shot to out-of-nowhere sped up sequences. The dialouge and the acting is very odd; odd in a rambling sort of way. And the sound track is the oddest thing in the movie, from the weird 'Envy' song that keeps on reappearing to the scene where you think you're going to hear a classic 80's song but suddenly it's in Japanese.<br /><br />So, the true question is this...is odd funny? That depends purely on the individual. I was cracking up at the shear unwavering weirdness of the movie. After the screening I heard people call it horribly unfunny and glad that it was free. Strangely, I understood their point. There are no jokes whatsoever, so if you aren't hooked by the uniqueness of it all, you will hate this movie. Absolutely hate it.<br /><br />This movie is destined to lose a lot of money at the box office and become a DVD cult classic. If you can laugh at a movie with no real jokes, like Cable Guy or Punch Drunk Love, then I suggest you see it. If you don't, run away from this movie. It'll only make you mad.",0,Mixed,mixed
"Peak Practice was a British drama series about a GP surgery in Cardale  a small fictional town in the Derbyshire Peak District  and the doctors who worked there. It ran on ITV from 1993 to 2002, and was one of their most successful series at the time. It originally starred Kevin Whately as Dr Jack Kerruish, Amanda Burton as Dr Beth Glover, and Simon Shepherd as Dr Will Preston, though the roster of doctors would change many times over the course of the series.<br /><br />The series was axed in 2002 and ended on a literal cliffhanger when two of the series main characters plunged off a cliff. Viewers wrote to ITV in their thousands and a petition for one last episode was set up by website Peak Practice Online. However, all pleas were unsuccessful and ITV said they would not make any more episodes.<br /><br />Peak Practice was replaced by Sweet Medicine, another medical series set in Derbyshire. It lasted a few episodes before it was dropped from the schedules.<br /><br />Cardale was based on the Derbyshire village of Crich, and the series was filmed there and at other nearby Derbyshire towns and villages, most notably Matlock and Ashover. After the end of this programme, ITV attempted to launch a follow-up series called Sweet Medicine, which extended the stories of different characters from the original show.",0,neutral,neutral
"I got this as a complete set of 9 episodes on 5 DVDs. I knew nothing about the history of the series. Season 1 of the series has the pilot episode as episode 1 and then 3 more episodes for a total of 4. Season 2 lists 5 episodes with the last being Beyond Good and Evil with an original Air Date of 7 December 1998. The other 4 episodes on season 2 were broadcast from December 1997 to Febrausry 1998. So Beyond Good and Evil looks like season 3 episode 1, except there are no more episodes in season 3.<br /><br />Spoilers here. The two main characters of the first 8 episodes, Dr. Iain McCallum (John Hannah) and Dr. Angela Moloney (Zara Turner), are missing from this episode being replaced by Dr. Dan Gallagher (Nathaniel Parker) and Dr. Charley Fielding (Eva Pope). I recognized Nathaniel Parker from the series The Inspector Lynley Mysteries, which began in 2001. So they were planning to have a season 3 but only one episode was broadcast.<br /><br />It seems odd to try to continue a series named after the main character, McCallum, when the main character is gone from the series. So they might have been planning a return of Dr. Iain McCallum, but when that failed the series was canceled. I have no inside information on this but I do see that both John Hannah and Nathaniel Parker were involved in other projects in 1999. Does anyone have any information on this?",0,neutral,neutral
"One piece of trivia that is often forgotten about this family film is one of business.<br /><br />At the time, in 1994, this movie held the record for the biggest movie premiere in motion picture history (and may continue to hold). It was held in Pittsburgh, Pennsylvania - no doubt in honor of the original film's 'Angels' who 'haunted' the Pittsburgh Pirates. In this remake they 'haunt' the California Angels.<br /><br />Anyway, the premiere was held at the long gone Three Rivers Stadium which was the home of the Pittsburgh Pirates and the Pittsburgh Steelers at the time (the Pirates are now housed in PNC Park and the Steelers at Heinz Field). The premiere was held on a movie screen that was five stories in height inside the stadium and held (and may even continue to hold) the record for the largest movie premiere in history, shown to 60,000 fans. Danny Glover, Tony Danza and Christopher Lloyd were all in attendance to the admiration of thousands of sports fans.",0,neutral,neutral
"This is an interesting true story of Archie Grey Owl, Who dreamed of being an Indiain when he was a child until the age of 17 he was born in England then moved to Canada where he was adotped by Indiains and he writes collums in magazines and he wrote a book that caugt the attention of millions the book was of his life. But at the end he told his wife that he was not a real Indiain and she was fine with it and he died at the age of 43 two years after he went back into the wildness.",0,neutral,neutral
"Cliche romance drama movie with very simple plot but very good cinematography and script.The screenplay,directing and acting was also good.The flow of the movie is kind of manipulative in order to bring the audience to tears through the excellent love music and circumstance which works but later on after the movie,makes one feel raped in a way.Jones makes her character very memorable and lovable though.A deeper story could have reaaly taken this movie to a higher level but still,the movie delivers for it's genre.Only for hopeless romantics,big love story fans,big soap drama fans,50's Cinemascope cinematography fans and fans of the lead actors.....",0,Mixed,mixed
"The Sarah Silverman program is very similar to Sarah's own stand up; It's so over the top with prejudice that you can't possibly take it to heart. The fact is, though, that while most all people will 'get it,' it doesn't mean they will all appreciate it. It's a very polarizing and one dimensional show, so if you don't like it after 10 minutes, you may as well give up there. If you do like it after 10 minutes, stay tuned, because every episode thus far has been as good as the last.<br /><br />Like all shows, though, it is not perfect. Personally I love the program, but there are some huge faults with it. Racist songs are funny, but get older a lot faster than Silverman seems to realize--a problem that I had with 'Jesus is Magic' as well. It seems as if Silverman gave herself a quota for songs per episode that doesn't need to exist. Not to mention that while the lyrics to the songs she writes are good, the music, well, isn't.<br /><br />Another thing to keep in mind is that while this show will for some reason appeal to fans of Monty Python, Upright Citizens Brigade, etc., it is nothing like those shows. I can watch Monty Python all day, but, as much as I like this show, I can't watch more than the half hour limit at a time. It gets flat very fast. The repeat value for this show is low too--the second time around an episode is fairly funny, and by the third time, in my opinion, it's boring.<br /><br />Still, that first time around is very, very funny. Give it a shot.",0,Mixed,mixed
"I'm surprised that no one yet has mentioned that there are two versions of this same film. The lion's share of the footage in both is identical, but here is where they differ: In one version (the version I have seen most often on broadcast TV), the group of clerics guarding the gateway consists of the 'Brotherhood of the Protectors', a (fictional) splinter group of priests and brothers 'excommunicated' by the Church. In the other version, which I've seen only once on TV, the clerics guarding the gateway are depicted as priests of the official Church, meaning the Archdiocese of New York (or perhaps Brooklyn). Also, in the former version, in most of the pertinent scenes, the clerics are referred to as 'brothers' (and in some scenes, you can see where the lips say 'Father' so-and-so but the dubbed audio says 'Brother' so-and-so. In the latter version, I believe everyone is referred to as 'Father'.<br /><br />In any event, it seems that one of these two versions is more or less a partial re-shooting of the other, with all 'Brotherhood of the Protector' scenes re-shot as 'Archdiocese' scenes, or vice versa. (Kind of reminds me of the Raymond Burr cutaway scenes in 'Godzilla'). I have videotaped both versions off broadcast TV, so no, I'm not imagining this. Can anyone shed some more light on the story behind these two versions of the film?",0,neutral,neutral
"In Cinema Retro magazine #2,it is revealed that Mark Lester's voice was actually dubbed by a 20 year old female, Kathe Green. Although Leste was considered perfect for the title role, director Carol Reed was not at all pleased with his singing abilities. The secret was revealed by on a 2004 UK documentary titled 'Oliver! After They Were Famous'. Greene was paid 400 pounds for her work and she had to agree to keep her participation secret, as did Mark Lester. They kept their word and only revealed this fact as part of the TV show decades after release of the film. For the record, Mark Lester retired from acting and is a practicing osteopath in England.",0,neutral,neutral
"****SPOILER ALERT**** All throughout Australia the summer turned into a deluge of rain and hail stones the size of baseballs that was causing havoc in coastal cities like Sydney. It's under these hectic conditions that tax lawyer David Burton, Richard Chamberlain,got involved in a case, as a defense attorney, involving the death of a local aborigine who was found dead outside a Sydney bar. <br /><br />Having five fellow aborigines arrested for Billy Cormans,Athol Compton, death it's determined by the police coroner that Billy died of drowning not by violence even though he had bruises on his neck and shoulders. Yet the court decided to prosecute the five for his death charging them with manslaughter instead of murder.<br /><br />David defending the five gets no help from them in their defense with the accused assailants opting to remain quite and keep what happened to Billy to themselves and take what's coming to them from the court. One of the defendants Chris, David Gulpili, begin to somehow invades David's dreams as if he want's to tell him what was really behind Billy's death.<br /><br />David at first not taking his dreams of Chris seriously begins to sense that their real when he meet him at the courthouse. Chris confirms David's dreams by showing him a strange looking black rock that David saw Chris have in his dreams. Later meeting Chris and, what turns out to be an aborigine shaman, Charlie (Nandjiwarna Amagula) who came to his house that evening David is told that he, like Charlie, has spiritual powers that he inherited from his mother's grandfather. Those powers will reveal to him the future that has to do with the strange weather conditions that are flooding the Australian continent. The earth,Chris tells David, is going through a gigantic cleansing cycle with the old world about to be washed away and the new world ready to take it's place.<br /><br />David is confused about what both Chris and Charlie are telling him but as the rains continue to increase and the ocean waves start to rise he feels that something terrible is going to happen. David want's to know if it's all aborigine folklore or there's some scientific facts, or logic, behind their end of world-like revelations.<br /><br />By now it's obvious that both Chris and Charlie are members of an aborigine tribe right in the heart of modern Sydney. That alone can get Chris off, as well as his four friends, for the murder of Billy. Since the Australian government will not prosecute tribal aborigines, leaving any justice to be done by the tribes themselves. Still Chris refuses to admit he's a member of a native tribe and he and his four friends are convicted of manslaughter in Billy's death with the sentences to be handed down by the judge within days.<br /><br />David now determined to find out what was the reason for Chris' silence, and why Billy had to die, is taken by Chris to the scene of the crime. It's there that David finds out that Billy betrayed Chris' tribe members by going there with Billy not being a member of Chris's aborigine tribe. It's also revealed to David that he himself has some kind of spiritual connection with the Austrailan aborigines as both Charlie and his step-father Rev. Burton,David Parslow, told him. <br /><br />The stage is now set for the great and final cleansing cycle that David's been seeing in both his night-time dreams and day-time visions. It comes in the form of a massive tidal wave rolling out of the Pacific Ocean into the Australian coast city of Sydney and then submerges the entire continent.",0,neutral,neutral
